ID,alive,food0_AVE,food0_LIST,food1_AVE,food1_LIST,food2_AVE,food2_LIST,genomeLength,markovBrainDeterministicGates,markovBrainGates,markovBrain_nextNodesConnections_AVE,markovBrain_nextNodesConnections_LIST,markovBrain_nodesConnections_AVE,markovBrain_nodesConnections_LIST,novelty_AVE,novelty_LIST,optimizeValue,repeated_AVE,repeated_LIST,score_AVE,score_LIST,switches_AVE,switches_LIST,timeOfBirth,total_AVE,total_LIST,update
149002,1,198.333333,"[198,199,198]",0.666667,"[1,0,1]",1.000000,"[1,1,1]",14110,7,7,1.866667,"[9,0,0,1,6,2,1,0,2,4,0,0,1,2,0]",1.133333,"[3,0,0,2,1,2,1,0,0,3,0,2,0,1,2]",1.333333,"[2,0,2]",0.733333,0.000000,"[0,0,0]",0.733333,"[0.600000,1.000000,0.600000]",0.666667,"[1,0,1]",1489,1.666667,"[2,1,2]",1490
150001,1,0.666667,"[2,0,0]",48.333333,"[45,49,51]",51.000000,"[53,51,49]",10915,3,3,0.800000,"[1,0,1,1,2,1,2,0,0,1,0,1,0,2,0]",0.466667,"[2,0,0,0,1,0,1,0,1,1,0,0,0,1,0]",3.666667,"[5,3,3]",27.466667,94.666667,"[92,96,96]",27.466667,"[19.600000,28.600000,34.200000]",51.333333,"[56,51,47]",1499,99.333333,"[98,100,100]",1500
151001,1,19.000000,"[19,16,22]",60.000000,"[61,57,62]",62.333333,"[59,70,58]",10719,4,4,1.066667,"[3,0,0,1,4,1,2,0,1,1,0,0,0,3,0]",0.800000,"[2,0,0,1,1,1,1,0,1,2,2,0,0,1,0]",35.000000,"[35,35,35]",81.266667,87.333333,"[85,92,85]",81.266667,"[73.800000,94.800000,75.200000]",29.333333,"[33,23,32]",1509,122.333333,"[120,127,120]",1510
152001,1,15.333333,"[16,13,17]",57.666667,"[52,53,68]",67.000000,"[69,77,55]",9983,5,5,1.333333,"[3,0,0,1,4,1,2,0,1,3,0,0,0,5,0]",0.933333,"[2,0,0,1,2,1,2,0,1,2,1,0,0,1,1]",34.333333,"[33,35,35]",80.800000,90.666667,"[88,95,89]",80.800000,"[79.000000,89.400000,74.000000]",31.333333,"[30,29,35]",1519,124.666667,"[121,130,123]",1520
153001,1,23.666667,"[27,24,20]",52.333333,"[53,51,53]",65.666667,"[60,65,72]",9818,5,5,1.333333,"[3,0,0,1,4,1,2,0,2,3,0,0,0,4,0]",0.866667,"[2,0,0,1,1,1,2,0,1,2,1,0,0,1,1]",32.000000,"[35,33,28]",69.933333,86.666667,"[78,84,98]",69.933333,"[68.200000,67.000000,74.600000]",34.333333,"[32,35,36]",1529,118.000000,"[113,116,125]",1530
154001,1,198.000000,"[199,199,196]",1.666667,"[1,1,3]",0.333333,"[0,0,1]",12182,5,5,1.333333,"[2,0,1,1,4,1,2,0,1,4,0,0,0,4,0]",0.933333,"[2,0,0,1,2,1,2,0,1,2,2,0,0,1,0]",1.666667,"[0,1,4]",1.533333,0.000000,"[0,0,0]",1.533333,"[1.000000,1.000000,2.600000]",0.333333,"[0,0,1]",1539,2.000000,"[1,1,4]",1540
155001,1,16.666667,"[17,18,15]",55.666667,"[60,55,52]",59.666667,"[56,58,65]",13233,6,6,1.466667,"[3,1,1,1,3,1,2,0,1,4,0,0,0,4,1]",1.200000,"[2,2,0,2,2,1,2,0,1,2,2,0,0,2,0]",31.666667,"[34,30,31]",70.066667,83.333333,"[82,83,85]",70.066667,"[67.000000,71.000000,72.200000]",32.333333,"[35,30,32]",1549,115.333333,"[116,113,117]",1550
156001,1,16.000000,"[21,12,15]",53.000000,"[48,57,54]",64.000000,"[64,62,66]",12733,6,6,1.466667,"[3,1,1,1,3,1,2,0,1,4,0,0,0,4,1]",1.200000,"[2,2,0,2,2,1,2,0,1,2,2,0,0,2,0]",30.333333,"[33,28,30]",67.533333,86.333333,"[79,90,90]",67.533333,"[65.800000,65.800000,71.000000]",35.333333,"[33,38,35]",1559,117.000000,"[112,119,120]",1560
157001,1,22.000000,"[19,20,27]",57.000000,"[50,62,59]",59.666667,"[69,57,53]",12988,5,5,1.333333,"[2,0,1,2,6,1,1,0,1,4,0,0,0,2,0]",1.066667,"[3,0,0,1,1,1,1,0,2,3,2,0,0,2,0]",31.666667,"[30,34,31]",71.866667,84.333333,"[88,85,80]",71.866667,"[70.000000,75.600000,70.000000]",32.000000,"[35,31,30]",1569,116.666667,"[119,119,112]",1570
158001,1,0.000000,"[0,0,0]",1.000000,"[1,1,1]",0.000000,"[0,0,0]",10034,3,3,0.800000,"[1,0,1,1,4,1,1,0,1,1,0,0,1,0,0]",0.666667,"[2,0,0,1,0,1,0,0,1,2,2,0,0,1,0]",3.000000,"[3,1,5]",1.000000,0.000000,"[0,0,0]",1.000000,"[1.000000,1.000000,1.000000]",0.000000,"[0,0,0]",1579,1.000000,"[1,1,1]",1580
159002,1,14.333333,"[13,16,14]",56.333333,"[68,47,54]",68.000000,"[61,74,69]",11304,4,4,1.066667,"[1,0,1,1,4,1,2,0,1,2,0,0,1,2,0]",0.800000,"[2,0,0,1,1,1,1,0,1,2,2,0,0,1,0]",32.666667,"[32,33,33]",78.133333,92.000000,"[97,89,90]",78.133333,"[77.200000,86.000000,71.200000]",33.000000,"[37,25,37]",1589,124.333333,"[129,121,123]",1590
160001,1,16.333333,"[16,18,15]",57.333333,"[59,63,50]",65.000000,"[68,55,72]",10541,5,5,1.333333,"[1,0,1,1,4,1,3,0,1,3,0,0,1,4,0]",0.933333,"[2,0,0,1,2,1,2,0,1,2,2,0,0,1,0]",32.333333,"[34,32,31]",76.600000,89.333333,"[92,85,91]",76.600000,"[82.200000,67.600000,80.000000]",32.666667,"[32,36,30]",1599,122.333333,"[127,118,122]",1600
161001,1,20.000000,"[18,21,21]",56.000000,"[55,57,56]",61.333333,"[65,59,60]",11250,5,5,1.333333,"[1,0,1,1,4,1,3,0,1,2,0,1,1,3,1]",0.933333,"[2,0,0,1,2,1,2,0,1,2,2,0,0,1,0]",32.333333,"[31,33,33]",72.066667,84.666667,"[88,83,83]",72.066667,"[82.200000,69.800000,64.200000]",32.333333,"[27,33,37]",1609,117.333333,"[120,116,116]",1610
162001,1,7.666667,"[4,10,9]",54.666667,"[63,58,43]",61.333333,"[57,56,71]",10231,5,5,1.333333,"[1,0,1,2,4,1,2,0,1,3,0,0,1,4,0]",0.933333,"[2,0,0,2,2,1,1,0,1,2,2,0,0,1,0]",28.666667,"[27,31,28]",56.266667,86.666667,"[93,82,85]",56.266667,"[51.400000,55.200000,62.200000]",42.666667,"[49,42,37]",1619,116.000000,"[120,114,114]",1620
163001,1,19.666667,"[13,23,23]",53.333333,"[52,60,48]",60.000000,"[69,52,59]",12568,5,5,1.133333,"[0,1,0,1,3,1,2,0,0,3,0,0,2,4,0]",0.933333,"[2,0,0,1,2,1,2,0,1,2,2,0,0,1,0]",33.000000,"[31,35,33]",67.600000,79.666667,"[89,77,73]",67.600000,"[77.600000,68.600000,56.600000]",32.666667,"[31,31,36]",1629,113.333333,"[121,112,107]",1630
164001,1,286.000000,"[276,295,287]",3.333333,"[5,2,3]",4.000000,"[8,1,3]",8976,5,5,1.333333,"[1,0,1,1,5,1,2,0,2,2,0,0,1,4,0]",1.000000,"[2,0,0,1,2,1,2,0,1,2,2,0,0,1,1]",6.333333,"[12,2,5]",3.133333,0.333333,"[0,0,1]",3.133333,"[6.000000,1.600000,1.800000]",3.000000,"[5,1,3]",1639,7.333333,"[13,3,6]",1640
165001,1,16.000000,"[19,17,12]",59.666667,"[63,64,52]",68.333333,"[62,63,80]",10158,5,5,1.333333,"[1,0,1,2,3,1,2,0,1,3,0,1,1,3,1]",1.000000,"[3,0,0,1,2,1,1,0,1,2,2,0,0,1,1]",33.000000,"[32,33,34]",89.733333,95.000000,"[92,95,98]",89.733333,"[80.200000,96.200000,92.800000]",27.333333,"[32,22,28]",1649,128.000000,"[125,127,132]",1650
166001,1,0.333333,"[0,1,0]",0.666667,"[0,2,0]",6.000000,"[9,5,4]",9952,4,4,1.066667,"[0,0,0,1,2,1,2,0,1,2,0,0,1,4,2]",0.666667,"[1,0,0,1,2,1,2,0,0,1,2,0,0,0,0]",4.666667,"[4,6,4]",6.200000,1.666667,"[5,0,0]",6.200000,"[9.000000,5.600000,4.000000]",0.333333,"[0,1,0]",1659,6.666667,"[9,7,4]",1660
167001,1,28.000000,"[27,29,28]",52.000000,"[51,46,59]",74.000000,"[74,81,67]",10237,5,5,1.266667,"[1,0,1,2,4,1,2,0,0,3,0,0,0,3,2]",0.933333,"[1,0,0,1,2,1,2,0,2,2,2,0,0,1,0]",34.000000,"[35,34,33]",73.733333,91.666667,"[90,92,93]",73.733333,"[73.200000,73.800000,74.200000]",37.333333,"[37,38,37]",1669,126.000000,"[125,127,126]",1670
168001,1,28.000000,"[26,33,25]",64.666667,"[58,71,65]",61.333333,"[66,55,63]",11401,5,5,1.333333,"[1,0,1,3,4,1,2,0,0,2,0,1,2,3,0]",1.000000,"[2,0,0,1,2,1,2,0,1,2,1,0,0,1,2]",33.333333,"[34,35,31]",75.133333,92.333333,"[90,91,96]",75.133333,"[73.600000,79.800000,72.000000]",36.333333,"[36,33,40]",1679,126.000000,"[124,126,128]",1680
169001,1,0.000000,"[0,0,0]",0.000000,"[0,0,0]",7.333333,"[10,5,7]",9380,4,4,1.066667,"[0,0,1,1,1,1,2,0,1,2,0,1,3,3,0]",0.733333,"[2,0,0,1,2,1,1,0,0,1,2,0,0,0,1]",6.666667,"[10,4,6]",7.333333,0.666667,"[0,1,1]",7.333333,"[10.000000,5.000000,7.000000]",0.000000,"[0,0,0]",1689,7.333333,"[10,5,7]",1690
170001,1,0.000000,"[0,0,0]",1.333333,"[0,2,2]",0.000000,"[0,0,0]",10580,6,6,1.333333,"[1,1,1,2,3,1,3,0,1,3,0,2,2,0,0]",1.266667,"[4,0,0,1,1,1,1,0,2,2,2,0,0,1,4]",2.333333,"[0,2,5]",1.333333,0.000000,"[0,0,0]",1.333333,"[0.000000,2.000000,2.000000]",0.000000,"[0,0,0]",1699,1.333333,"[0,2,2]",1700
171001,1,21.666667,"[19,23,23]",53.000000,"[59,56,44]",62.333333,"[62,56,69]",12126,4,4,1.000000,"[0,0,2,1,1,2,2,0,1,1,0,0,3,2,0]",0.800000,"[2,0,0,1,1,1,1,0,0,1,3,0,0,0,2]",32.000000,"[31,33,32]",64.466667,83.000000,"[90,79,80]",64.466667,"[72.000000,64.400000,57.000000]",36.333333,"[35,34,40]",1709,115.333333,"[121,112,113]",1710
172001,1,35.666667,"[36,34,37]",59.000000,"[60,61,56]",57.000000,"[61,57,53]",10800,8,8,1.933333,"[1,0,1,1,4,1,6,0,1,5,0,3,4,2,0]",1.266667,"[5,0,0,1,1,1,1,0,3,2,2,0,0,1,2]",33.000000,"[34,33,32]",74.466667,83.000000,"[87,85,77]",74.466667,"[80.400000,74.600000,68.400000]",29.666667,"[29,31,29]",1719,116.000000,"[121,118,109]",1720
173001,1,0.000000,"[0,0,0]",80.666667,"[84,78,80]",72.000000,"[70,74,72]",12548,5,5,1.266667,"[1,0,1,2,2,1,2,2,0,3,0,1,2,2,0]",0.800000,"[1,0,2,1,2,1,2,0,0,0,2,0,0,0,1]",34.666667,"[35,35,34]",70.066667,118.666667,"[119,118,119]",70.066667,"[81.200000,65.200000,63.800000]",59.000000,"[52,62,63]",1729,152.666667,"[154,152,152]",1730
174001,1,198.333333,"[197,199,199]",0.666667,"[2,0,0]",1.000000,"[1,1,1]",9920,7,7,1.866667,"[1,0,0,2,6,1,4,1,1,5,0,1,2,4,0]",1.200000,"[4,0,0,1,1,1,2,0,2,2,2,1,0,1,1]",1.000000,"[3,0,0]",1.200000,0.000000,"[0,0,0]",1.200000,"[1.600000,1.000000,1.000000]",0.333333,"[1,0,0]",1739,1.666667,"[3,1,1]",1740
175001,1,0.000000,"[0,0,0]",80.333333,"[83,76,82]",73.333333,"[71,76,73]",10936,4,4,1.000000,"[1,0,1,1,2,1,1,2,0,2,0,1,2,1,0]",0.666667,"[2,0,2,1,1,1,1,0,0,0,2,0,0,0,0]",33.333333,"[33,34,33]",65.000000,120.666667,"[121,119,122]",65.000000,"[58.800000,68.000000,68.200000]",63.333333,"[68,60,62]",1749,153.666667,"[154,152,155]",1750
176001,1,18.666667,"[18,22,16]",51.666667,"[49,66,40]",67.000000,"[68,56,77]",9894,6,6,1.600000,"[1,0,0,1,4,3,4,1,1,4,0,1,2,2,0]",1.066667,"[3,0,0,1,2,1,2,0,1,2,2,0,0,1,1]",33.333333,"[32,34,34]",77.133333,85.666667,"[86,87,84]",77.133333,"[79.200000,75.800000,76.400000]",29.666667,"[27,33,29]",1759,118.666667,"[117,122,117]",1760
177001,1,18.666667,"[21,18,17]",61.666667,"[72,55,58]",60.666667,"[52,65,65]",11008,7,7,1.866667,"[1,0,0,1,5,4,5,2,1,4,0,1,2,2,0]",1.266667,"[3,0,0,1,2,1,2,0,1,2,3,1,0,1,2]",34.333333,"[35,33,35]",78.000000,87.666667,"[88,88,87]",78.000000,"[73.600000,76.600000,83.800000]",31.666667,"[36,31,28]",1769,122.333333,"[124,120,123]",1770
178002,1,19.000000,"[18,19,20]",58.333333,"[57,60,58]",66.666667,"[66,64,70]",9587,6,6,1.600000,"[1,0,0,1,4,2,4,1,1,4,0,1,2,2,1]",1.066667,"[3,0,0,1,2,1,2,0,1,2,2,0,0,1,1]",33.000000,"[34,33,32]",76.933333,91.333333,"[88,91,95]",76.933333,"[71.200000,77.800000,81.800000]",34.333333,"[37,33,33]",1779,125.000000,"[123,124,128]",1780
179001,1,0.000000,"[0,0,0]",1.000000,"[1,1,1]",15.333333,"[31,6,9]",9617,5,5,1.200000,"[1,0,1,1,4,1,3,1,0,1,0,1,1,3,0]",0.933333,"[3,0,0,1,1,1,1,0,1,2,2,0,0,1,1]",10.666667,"[18,6,8]",14.933333,5.333333,"[14,1,1]",14.933333,"[30.600000,5.600000,8.600000]",1.000000,"[1,1,1]",1789,16.333333,"[32,7,10]",1790
180001,1,0.000000,"[0,0,0]",88.000000,"[96,89,79]",64.000000,"[54,64,74]",11365,5,5,1.000000,"[3,0,1,4,4,1,1,0,0,0,0,0,0,1,0]",1.200000,"[1,3,1,3,1,3,1,0,0,0,5,0,0,0,0]",33.333333,"[33,34,33]",68.933333,118.333333,"[117,118,120]",68.933333,"[70.200000,70.400000,66.200000]",59.333333,"[57,59,62]",1799,152.000000,"[150,153,153]",1800
181001,1,28.333333,"[29,27,29]",77.666667,"[81,75,77]",64.000000,"[61,68,63]",10611,3,3,0.600000,"[1,0,0,1,2,1,1,1,0,0,1,0,0,1,0]",0.600000,"[1,1,1,1,1,1,1,0,0,0,1,0,1,0,0]",34.333333,"[34,34,35]",59.533333,107.333333,"[109,109,104]",59.533333,"[67.800000,47.800000,63.000000]",58.666667,"[53,68,55]",1809,141.666667,"[142,143,140]",1810
182001,1,16.666667,"[18,15,17]",60.666667,"[57,64,61]",62.666667,"[65,61,62]",8885,5,5,1.200000,"[2,0,0,0,5,1,2,2,2,1,0,0,2,1,0]",1.000000,"[2,0,0,2,1,2,1,0,1,2,2,1,0,1,0]",33.666667,"[34,32,35]",80.866667,90.000000,"[88,93,89]",80.866667,"[78.600000,83.000000,81.000000]",30.333333,"[31,30,30]",1819,123.333333,"[122,125,123]",1820
183001,1,0.000000,"[0,0,0]",74.000000,"[78,69,75]",79.333333,"[75,84,79]",9850,3,3,0.600000,"[1,0,1,2,2,1,1,0,0,0,0,0,0,1,0]",0.666667,"[1,2,1,1,1,1,1,0,0,0,2,0,0,0,0]",34.666667,"[35,34,35]",63.266667,118.666667,"[119,118,119]",63.266667,"[57.800000,70.400000,61.600000]",64.333333,"[68,59,66]",1829,153.333333,"[153,153,154]",1830
184001,1,0.000000,"[0,0,0]",85.000000,"[91,74,90]",69.000000,"[64,81,62]",8818,3,3,0.733333,"[1,0,1,2,2,1,1,1,0,1,0,0,0,1,0]",0.666667,"[1,2,1,1,1,1,1,0,0,0,2,0,0,0,0]",33.666667,"[32,34,35]",70.000000,120.333333,"[122,122,117]",70.000000,"[69.600000,72.400000,68.000000]",60.000000,"[61,59,60]",1839,154.000000,"[155,155,152]",1840
185001,1,0.000000,"[0,0,0]",81.000000,"[80,73,90]",72.000000,"[74,82,60]",11615,5,5,0.866667,"[0,0,1,2,3,1,1,0,1,2,0,0,2,0,0]",1.066667,"[1,3,1,2,2,2,2,0,0,0,1,1,0,0,1]",34.000000,"[33,34,35]",63.866667,119.333333,"[120,122,116]",63.866667,"[65.800000,62.600000,63.200000]",63.666667,"[63,66,62]",1849,153.000000,"[154,155,150]",1850
186001,1,0.000000,"[0,0,0]",84.666667,"[85,92,77]",67.666667,"[68,62,73]",10850,6,6,1.066667,"[1,0,0,3,2,1,2,0,3,0,0,0,1,3,0]",1.200000,"[1,3,1,2,3,2,3,0,0,0,3,0,0,0,0]",34.666667,"[34,35,35]",60.866667,117.333333,"[119,119,114]",60.866667,"[70.400000,72.800000,39.400000]",65.333333,"[59,58,79]",1859,152.333333,"[153,154,150]",1860
187001,1,29.666667,"[28,32,29]",78.333333,"[80,71,84]",61.666667,"[61,70,54]",10953,6,6,1.133333,"[2,0,0,4,2,1,2,0,3,0,0,0,1,2,0]",1.333333,"[1,4,1,3,2,3,2,0,0,0,4,0,0,0,0]",33.333333,"[33,33,34]",67.666667,107.000000,"[108,109,104]",67.666667,"[68.200000,59.800000,75.000000]",51.666667,"[52,58,45]",1869,140.000000,"[141,141,138]",1870
188001,1,7.000000,"[10,6,5]",52.333333,"[50,53,54]",63.333333,"[62,64,64]",7532,4,4,0.933333,"[1,0,0,0,2,1,2,3,2,1,0,0,1,1,0]",0.933333,"[2,0,0,1,1,1,1,0,1,2,2,1,0,1,1]",30.333333,"[28,31,32]",69.466667,84.666667,"[84,85,85]",69.466667,"[61.600000,73.600000,73.200000]",33.000000,"[36,31,32]",1879,115.666667,"[112,117,118]",1880
189001,1,34.666667,"[35,38,31]",59.000000,"[61,67,49]",59.000000,"[61,52,64]",9633,6,6,1.200000,"[1,0,0,1,3,1,4,2,1,2,0,0,1,2,0]",1.133333,"[2,0,0,1,3,1,3,0,1,2,1,2,0,1,0]",33.666667,"[33,35,33]",74.600000,84.333333,"[90,83,80]",74.600000,"[85.600000,77.000000,61.200000]",31.000000,"[26,30,37]",1889,118.000000,"[122,119,113]",1890
190001,1,16.666667,"[14,18,18]",59.666667,"[66,60,53]",63.333333,"[61,66,63]",9570,4,4,1.000000,"[2,0,0,0,4,1,2,2,1,1,0,0,1,1,0]",0.733333,"[2,0,0,1,1,1,1,0,1,2,1,0,0,1,0]",33.000000,"[34,33,32]",75.866667,90.333333,"[93,94,84]",75.866667,"[71.000000,92.400000,64.200000]",33.666667,"[40,24,37]",1899,123.000000,"[127,126,116]",1900
191001,1,0.000000,"[0,0,0]",75.666667,"[76,73,78]",78.333333,"[79,80,76]",10049,6,6,1.133333,"[2,0,0,3,3,2,1,0,2,2,0,0,0,2,0]",1.333333,"[2,5,2,2,2,2,2,0,0,0,3,0,0,0,0]",34.666667,"[35,34,35]",75.133333,119.666667,"[120,120,119]",75.133333,"[72.400000,77.400000,75.600000]",56.333333,"[59,54,56]",1909,154.000000,"[155,153,154]",1910
192001,1,18.333333,"[16,16,23]",57.000000,"[59,55,57]",66.333333,"[69,70,60]",10655,5,5,1.066667,"[1,1,0,0,4,1,2,2,1,1,0,0,1,2,0]",1.066667,"[2,0,0,1,2,1,2,0,1,2,2,1,0,1,1]",33.666667,"[34,35,32]",89.733333,89.333333,"[95,89,84]",89.733333,"[97.200000,88.600000,83.400000]",24.000000,"[22,26,24]",1919,123.333333,"[128,125,117]",1920
193001,1,16.000000,"[16,15,17]",58.333333,"[62,57,56]",67.333333,"[65,73,64]",9146,5,5,1.066667,"[1,0,1,0,3,1,2,2,1,2,0,0,1,1,1]",0.933333,"[2,0,0,1,2,1,2,0,1,2,2,0,0,1,0]",33.333333,"[34,32,34]",82.266667,91.666667,"[93,97,85]",82.266667,"[85.000000,92.200000,69.600000]",31.000000,"[30,27,36]",1929,125.666667,"[127,130,120]",1930
194001,1,16.000000,"[15,13,20]",59.000000,"[55,62,60]",55.333333,"[57,56,53]",8822,4,4,0.866667,"[1,1,0,0,3,1,1,2,1,1,0,0,1,1,0]",0.933333,"[2,0,0,1,1,1,1,0,1,2,2,1,0,1,1]",29.666667,"[29,31,29]",66.266667,84.333333,"[83,87,83]",66.266667,"[54.600000,67.600000,76.600000]",34.333333,"[41,36,26]",1939,114.333333,"[112,118,113]",1940
195001,1,188.666667,"[195,195,176]",5.000000,"[2,5,8]",6.333333,"[3,0,16]",10393,7,7,1.333333,"[1,0,0,0,4,1,4,2,1,2,0,0,1,4,0]",1.200000,"[2,0,0,1,4,1,4,0,1,2,1,1,0,1,0]",8.000000,"[4,4,16]",6.200000,2.333333,"[0,0,7]",6.200000,"[3.600000,5.000000,10.000000]",3.666667,"[1,0,10]",1949,11.333333,"[5,5,24]",1950
196001,1,1.333333,"[0,2,2]",45.000000,"[43,48,44]",57.666667,"[58,57,58]",11413,4,4,0.933333,"[1,1,0,0,4,1,1,2,1,1,0,0,1,1,0]",0.933333,"[2,0,0,1,1,1,1,0,1,2,2,1,0,1,1]",13.666667,"[7,15,19]",28.466667,89.000000,"[94,90,83]",28.466667,"[26.800000,33.600000,25.000000]",53.000000,"[53,51,55]",1959,102.666667,"[101,105,102]",1960
197001,1,191.000000,"[199,187,187]",0.666667,"[1,1,0]",0.333333,"[0,0,1]",6622,4,4,0.933333,"[2,0,0,0,4,0,1,3,0,1,0,0,0,3,0]",0.933333,"[0,2,0,2,1,2,1,0,1,3,0,0,0,2,0]",0.000000,"[0,0,0]",1.000000,0.000000,"[0,0,0]",1.000000,"[1.000000,1.000000,1.000000]",0.000000,"[0,0,0]",1969,1.000000,"[1,1,1]",1970
198001,1,9.666667,"[10,8,11]",55.666667,"[67,41,59]",66.666667,"[53,83,64]",6204,5,5,1.066667,"[1,0,0,0,4,2,1,2,0,1,0,0,1,4,0]",0.866667,"[2,1,0,1,1,1,1,1,1,2,0,0,0,2,0]",32.000000,"[32,30,34]",61.200000,90.000000,"[87,95,88]",61.200000,"[55.600000,62.400000,65.600000]",43.666667,"[46,44,41]",1979,122.333333,"[120,124,123]",1980
199001,1,19.333333,"[23,20,15]",57.333333,"[53,60,59]",62.000000,"[60,62,64]",10273,7,7,1.600000,"[0,1,0,1,5,1,2,1,1,3,0,1,2,6,0]",1.600000,"[4,0,0,1,2,1,2,0,3,4,2,1,0,3,1]",33.000000,"[33,34,32]",67.066667,86.000000,"[80,87,91]",67.066667,"[54.200000,73.000000,74.000000]",37.333333,"[42,35,35]",1989,119.333333,"[113,122,123]",1990
200001,1,18.333333,"[14,20,21]",59.000000,"[62,64,51]",62.666667,"[64,58,66]",7139,7,7,1.733333,"[1,0,0,0,6,3,2,6,0,2,0,0,1,5,0]",1.133333,"[3,0,0,1,1,1,1,0,2,3,0,1,0,3,1]",32.666667,"[34,29,35]",75.000000,88.000000,"[91,92,81]",75.000000,"[70.000000,71.600000,83.400000]",33.333333,"[40,36,24]",1999,121.666667,"[126,122,117]",2000
201001,1,18.666667,"[17,23,16]",60.000000,"[52,67,61]",62.333333,"[72,50,65]",6611,6,6,1.466667,"[1,0,0,0,5,1,2,5,0,2,0,0,2,4,0]",1.200000,"[3,0,0,1,1,1,1,0,2,4,0,2,1,2,0]",33.333333,"[33,33,34]",78.933333,88.000000,"[90,83,91]",78.933333,"[77.800000,69.400000,89.600000]",31.000000,"[33,34,26]",2009,122.333333,"[124,117,126]",2010
202002,1,20.333333,"[23,19,19]",60.333333,"[58,64,59]",57.666667,"[56,54,63]",6125,6,6,1.466667,"[2,0,0,0,4,3,2,4,0,1,0,0,1,5,0]",0.733333,"[3,1,0,1,1,1,1,0,1,1,0,0,0,1,0]",32.666667,"[33,31,34]",71.800000,85.666667,"[82,87,88]",71.800000,"[66.400000,80.200000,68.800000]",33.000000,"[34,27,38]",2019,118.000000,"[114,118,122]",2020
203001,1,18.333333,"[14,23,18]",52.333333,"[48,51,58]",66.666667,"[72,65,63]",7081,6,6,1.466667,"[1,0,0,0,3,3,3,3,0,2,0,0,2,5,0]",0.733333,"[2,1,0,1,1,2,1,0,1,1,0,0,0,1,0]",33.333333,"[33,33,34]",75.600000,85.000000,"[87,82,86]",75.600000,"[82.200000,71.200000,73.400000]",31.000000,"[27,32,34]",2029,119.000000,"[120,116,121]",2030
204001,1,29.666667,"[29,33,27]",60.333333,"[57,70,54]",63.333333,"[67,52,71]",7857,8,8,1.733333,"[0,0,0,0,5,2,3,4,0,2,1,0,2,7,0]",1.000000,"[3,1,0,1,3,1,3,0,1,1,0,0,0,1,0]",34.000000,"[33,34,35]",68.133333,89.000000,"[91,87,89]",68.133333,"[62.400000,71.600000,70.400000]",39.666667,"[44,36,39]",2039,123.666667,"[124,122,125]",2040
205001,1,29.000000,"[28,30,29]",62.333333,"[64,59,64]",63.333333,"[61,68,61]",9067,9,9,1.800000,"[0,0,0,0,5,2,2,4,0,2,1,1,2,8,0]",1.133333,"[3,1,0,1,5,1,4,0,1,1,0,0,0,0,0]",35.000000,"[35,35,35]",68.733333,90.000000,"[89,92,89]",68.733333,"[74.600000,68.200000,63.400000]",40.666667,"[36,42,44]",2049,125.666667,"[125,127,125]",2050
206001,1,17.666667,"[17,16,20]",54.000000,"[59,57,46]",65.666667,"[60,64,73]",7402,4,4,0.933333,"[1,1,0,0,3,1,1,2,0,1,0,0,1,3,0]",0.733333,"[1,1,0,1,1,1,1,0,1,2,0,0,0,1,1]",32.333333,"[32,32,33]",74.400000,87.000000,"[86,89,86]",74.400000,"[63.000000,83.200000,77.000000]",32.333333,"[40,27,30]",2059,119.666667,"[119,121,119]",2060
207001,1,14.666667,"[15,16,13]",58.000000,"[68,49,57]",67.000000,"[59,71,71]",5864,4,4,0.933333,"[1,0,0,0,2,2,2,2,0,1,0,0,1,3,0]",0.600000,"[1,1,0,1,1,1,1,0,1,1,0,0,0,1,0]",32.666667,"[33,32,33]",78.800000,92.000000,"[94,88,94]",78.800000,"[83.600000,71.000000,81.800000]",33.000000,"[31,35,33]",2069,125.000000,"[127,120,128]",2070
208001,1,15.333333,"[15,18,13]",55.333333,"[56,59,51]",68.666667,"[67,65,74]",8411,4,4,0.933333,"[1,0,0,0,3,1,1,3,0,1,0,0,1,3,0]",0.733333,"[1,1,0,1,1,1,1,0,1,2,0,0,0,1,1]",34.333333,"[33,35,35]",77.333333,89.000000,"[89,88,90]",77.333333,"[79.600000,68.000000,84.400000]",33.333333,"[31,40,29]",2079,124.000000,"[123,124,125]",2080
209001,1,17.333333,"[17,13,22]",59.000000,"[53,55,69]",64.333333,"[71,73,49]",8778,5,5,1.200000,"[1,0,0,0,4,2,1,4,0,1,0,0,1,4,0]",0.800000,"[2,1,0,1,1,1,1,0,1,2,0,0,0,1,1]",34.666667,"[35,35,34]",76.200000,89.000000,"[89,93,85]",76.200000,"[77.800000,79.000000,71.800000]",33.666667,"[33,35,33]",2089,123.333333,"[124,128,118]",2090
210001,1,18.333333,"[18,21,16]",59.000000,"[61,55,61]",61.333333,"[61,59,64]",7472,5,5,1.133333,"[1,0,0,0,3,2,1,4,0,1,0,0,1,3,1]",0.800000,"[2,1,0,1,1,1,1,0,1,2,0,0,0,1,1]",33.000000,"[35,30,34]",77.400000,87.333333,"[86,84,92]",77.400000,"[68.800000,79.000000,84.400000]",30.666667,"[38,25,29]",2099,120.333333,"[122,114,125]",2100
