ID,alive,food0_AVE,food0_LIST,food1_AVE,food1_LIST,food2_AVE,food2_LIST,genomeLength,markovBrainDeterministicGates,markovBrainGates,markovBrain_nextNodesConnections_AVE,markovBrain_nextNodesConnections_LIST,markovBrain_nodesConnections_AVE,markovBrain_nodesConnections_LIST,novelty_AVE,novelty_LIST,optimizeValue,repeated_AVE,repeated_LIST,score_AVE,score_LIST,switches_AVE,switches_LIST,timeOfBirth,total_AVE,total_LIST,update
273001,1,45.000000,"[53,40,42]",39.000000,"[51,32,34]",39.333333,"[34,33,51]",11072,7,7,1.466667,"[3,1,1,1,4,2,1,0,0,1,2,0,3,3,0]",1.466667,"[1,4,2,4,1,5,1,0,0,3,0,0,0,1,0]",27.666667,"[31,24,28]",45.200000,50.333333,"[54,41,56]",45.200000,"[51.400000,32.800000,51.400000]",23.666667,"[24,23,24]",2729,78.333333,"[85,65,85]",2730
274001,1,30.000000,"[30,29,31]",64.666667,"[60,59,75]",60.333333,"[65,65,51]",11964,5,5,0.800000,"[0,1,0,0,2,1,3,0,1,1,1,0,0,2,0]",0.666667,"[1,1,0,1,2,1,0,0,0,1,0,0,0,3,0]",34.000000,"[34,35,33]",76.933333,90.000000,"[90,88,92]",76.933333,"[76.000000,76.400000,78.400000]",34.333333,"[35,34,34]",2739,125.000000,"[125,124,126]",2740
275001,1,28.333333,"[33,25,27]",62.000000,"[73,52,61]",64.333333,"[49,76,68]",8966,6,6,1.000000,"[1,0,0,1,3,2,1,1,0,1,3,0,1,1,0]",1.000000,"[2,2,2,2,1,3,1,0,0,0,0,0,0,2,0]",33.666667,"[34,35,32]",77.333333,92.000000,"[87,92,97]",77.333333,"[64.600000,88.800000,78.600000]",35.000000,"[41,28,36]",2749,126.333333,"[122,128,129]",2750
276001,1,29.333333,"[30,33,25]",59.666667,"[52,62,65]",65.666667,"[69,62,66]",12243,8,8,1.533333,"[1,0,2,3,5,1,2,2,0,2,0,0,3,2,0]",1.333333,"[1,3,0,3,4,4,2,0,0,1,0,0,0,2,0]",34.333333,"[34,35,34]",73.066667,90.000000,"[86,88,96]",73.066667,"[65.000000,73.600000,80.600000]",37.333333,"[40,36,36]",2759,125.333333,"[121,124,131]",2760
277001,1,30.333333,"[35,23,33]",69.333333,"[65,75,68]",55.333333,"[55,56,55]",15694,6,6,0.800000,"[0,1,0,0,2,1,2,0,1,2,2,0,0,1,0]",0.666667,"[3,1,0,1,1,1,0,0,0,1,0,0,0,2,0]",32.000000,"[29,33,34]",77.066667,92.333333,"[91,98,88]",77.066667,"[68.200000,86.200000,76.800000]",34.000000,"[37,32,33]",2769,124.666667,"[120,131,123]",2770
278001,1,30.000000,"[31,28,31]",63.666667,"[55,71,65]",61.333333,"[70,56,58]",9199,6,6,1.200000,"[2,0,0,2,4,1,1,1,0,1,3,0,2,1,0]",1.200000,"[1,3,2,3,1,4,1,0,0,0,0,0,0,3,0]",33.000000,"[31,34,34]",77.400000,91.666667,"[94,92,89]",77.400000,"[80.200000,73.800000,78.200000]",34.000000,"[32,38,32]",2779,125.000000,"[125,127,123]",2780
279001,1,28.000000,"[28,32,24]",66.666667,"[63,69,68]",62.333333,"[69,55,63]",10456,7,7,1.333333,"[2,1,0,1,4,1,1,1,1,2,2,0,2,1,1]",1.266667,"[1,2,0,3,3,3,2,0,0,0,0,1,0,4,0]",34.000000,"[35,33,34]",75.800000,94.333333,"[96,90,97]",75.800000,"[88.600000,66.600000,72.200000]",38.000000,"[31,41,42]",2789,129.000000,"[132,124,131]",2790
280001,1,32.000000,"[30,36,30]",66.000000,"[57,73,68]",55.666667,"[65,48,54]",9883,8,8,1.466667,"[3,1,0,2,3,2,1,3,0,0,3,0,3,1,0]",1.533333,"[2,2,0,4,4,6,1,0,0,0,0,1,0,3,0]",33.666667,"[33,35,33]",68.466667,88.000000,"[88,86,90]",68.466667,"[75.800000,76.200000,53.400000]",38.000000,"[33,32,49]",2799,121.666667,"[122,121,122]",2800
281001,1,25.333333,"[21,25,30]",61.000000,"[68,60,55]",68.333333,"[66,70,69]",13150,4,4,0.666667,"[0,1,1,0,2,1,2,0,0,1,1,0,0,1,0]",0.600000,"[1,1,0,1,1,1,1,0,0,1,0,0,0,2,0]",34.000000,"[34,33,35]",73.333333,94.333333,"[99,96,88]",73.333333,"[79.400000,75.400000,65.200000]",40.000000,"[39,39,42]",2809,129.333333,"[134,130,124]",2810
282001,1,28.666667,"[29,31,26]",64.666667,"[67,61,66]",61.000000,"[60,59,64]",12765,4,4,0.666667,"[0,1,1,0,2,2,1,0,0,1,1,0,0,1,0]",0.600000,"[1,1,0,1,1,1,1,0,0,1,0,0,0,2,0]",34.666667,"[35,34,35]",68.733333,91.000000,"[92,86,95]",68.733333,"[72.400000,62.600000,71.200000]",40.666667,"[39,41,42]",2819,125.666667,"[127,120,130]",2820
283001,1,16.666667,"[16,12,22]",53.666667,"[59,44,58]",60.000000,"[57,70,53]",8583,5,5,1.066667,"[1,2,0,1,2,1,1,1,1,0,2,1,2,1,0]",1.000000,"[1,2,0,2,1,4,1,0,0,2,0,0,1,1,0]",33.000000,"[35,31,33]",68.866667,80.666667,"[82,82,78]",68.866667,"[71.200000,63.600000,71.800000]",32.000000,"[32,36,28]",2829,113.666667,"[116,114,111]",2830
284001,1,29.666667,"[30,26,33]",61.000000,"[61,53,69]",63.666667,"[63,76,52]",13221,4,4,0.666667,"[0,1,0,0,2,1,2,0,1,0,1,1,0,1,0]",0.600000,"[1,1,0,1,2,2,0,0,0,0,0,0,0,2,0]",34.333333,"[34,35,34]",65.866667,89.666667,"[89,94,86]",65.866667,"[72.200000,66.000000,59.400000]",42.000000,"[37,45,44]",2839,124.666667,"[124,129,121]",2840
285001,1,24.666667,"[20,27,27]",58.666667,"[65,47,64]",65.666667,"[64,74,59]",10093,8,8,1.266667,"[1,2,0,1,1,3,1,2,1,0,4,0,2,1,0]",1.266667,"[3,2,0,4,1,5,1,0,0,0,0,1,1,1,0]",33.666667,"[33,33,35]",77.666667,90.666667,"[96,88,88]",77.666667,"[74.400000,79.000000,79.600000]",33.333333,"[39,30,31]",2849,124.333333,"[129,121,123]",2850
286002,1,23.666667,"[28,22,21]",63.333333,"[63,56,71]",64.000000,"[60,72,60]",10948,7,7,1.266667,"[0,2,0,1,1,2,2,2,1,1,4,0,1,2,0]",1.200000,"[2,3,0,3,2,5,2,0,0,0,0,0,0,1,0]",34.000000,"[33,35,34]",73.666667,93.333333,"[90,93,97]",73.666667,"[81.000000,72.000000,68.000000]",38.333333,"[30,40,45]",2859,127.333333,"[123,128,131]",2860
287001,1,21.666667,"[22,24,19]",55.333333,"[50,51,65]",72.000000,"[75,74,67]",9025,5,5,0.866667,"[0,1,0,2,1,2,1,0,1,1,2,0,1,1,0]",0.800000,"[2,2,0,1,1,2,1,0,0,1,0,0,0,2,0]",33.333333,"[31,34,35]",77.866667,93.333333,"[94,90,96]",77.866667,"[71.800000,84.400000,77.400000]",35.333333,"[38,29,39]",2869,127.333333,"[125,125,132]",2870
288001,1,23.000000,"[24,23,22]",63.000000,"[67,62,60]",59.333333,"[54,56,68]",8263,6,6,1.200000,"[1,1,0,1,2,2,1,1,3,0,2,0,2,2,0]",1.066667,"[2,3,0,1,1,3,1,0,0,2,1,0,1,1,0]",32.666667,"[30,34,34]",79.400000,89.666667,"[92,84,93]",79.400000,"[74.800000,81.600000,81.800000]",30.666667,"[33,26,33]",2879,122.333333,"[121,118,128]",2880
289001,1,19.333333,"[19,18,21]",57.333333,"[59,54,59]",65.000000,"[65,68,62]",7787,5,5,1.066667,"[1,2,0,1,2,1,1,1,2,0,1,0,2,2,0]",1.000000,"[1,3,0,1,1,3,1,0,0,2,1,0,1,1,0]",33.000000,"[32,32,35]",82.200000,89.000000,"[92,90,85]",82.200000,"[86.200000,85.600000,74.800000]",28.666667,"[27,26,33]",2889,122.333333,"[124,122,121]",2890
290001,1,25.666667,"[27,23,27]",52.666667,"[45,48,65]",61.333333,"[64,66,54]",8626,5,5,1.066667,"[2,0,0,1,2,1,1,0,2,0,2,0,3,2,0]",1.000000,"[1,3,0,1,1,3,1,1,0,1,1,0,1,1,0]",32.000000,"[31,33,32]",69.666667,82.000000,"[78,81,87]",69.666667,"[62.800000,73.400000,72.800000]",31.666667,"[33,29,33]",2899,114.000000,"[109,114,119]",2900
291001,1,23.000000,"[16,28,25]",55.000000,"[55,58,52]",64.666667,"[68,59,67]",11306,8,8,1.733333,"[3,2,0,3,2,2,2,1,1,0,4,0,4,2,0]",1.666667,"[1,6,0,3,2,6,2,0,1,0,0,0,1,3,0]",32.333333,"[30,34,33]",75.333333,87.666667,"[93,84,86]",75.333333,"[71.200000,76.400000,78.400000]",31.666667,"[37,29,29]",2909,119.666667,"[123,117,119]",2910
292001,1,0.333333,"[0,1,0]",1.333333,"[3,1,0]",7.333333,"[4,12,6]",11939,6,6,1.333333,"[2,2,0,2,2,1,1,2,0,0,4,0,2,2,0]",1.266667,"[1,5,0,2,1,6,1,0,0,0,0,0,1,2,0]",7.333333,"[6,11,5]",7.733333,0.333333,"[0,1,0]",7.733333,"[5.600000,11.600000,6.000000]",0.666667,"[1,1,0]",2919,8.666667,"[7,13,6]",2920
293002,1,196.333333,"[195,196,198]",2.666667,"[5,3,0]",0.333333,"[0,0,1]",10697,5,5,1.066667,"[2,1,0,1,2,1,1,1,1,0,1,1,2,1,1]",1.000000,"[2,4,0,2,1,3,1,0,0,0,0,0,0,2,0]",2.333333,"[5,2,0]",3.000000,0.000000,"[0,0,0]",3.000000,"[5.000000,3.000000,1.000000]",0.000000,"[0,0,0]",2929,3.000000,"[5,3,1]",2930
294001,1,26.000000,"[27,29,22]",57.000000,"[61,60,50]",59.000000,"[54,55,68]",9982,5,5,1.066667,"[2,1,0,2,2,1,1,1,1,0,2,0,2,1,0]",1.000000,"[1,4,0,2,1,4,1,0,0,0,0,0,0,2,0]",32.666667,"[33,33,32]",76.800000,83.333333,"[82,82,86]",76.800000,"[84.200000,71.600000,74.600000]",28.000000,"[22,31,31]",2939,116.000000,"[115,115,118]",2940
295001,1,30.000000,"[29,26,35]",58.666667,"[55,65,56]",55.333333,"[61,53,52]",12349,4,4,0.866667,"[2,0,0,2,2,1,1,0,1,0,0,1,1,1,1]",0.733333,"[1,2,0,2,1,2,1,0,0,0,0,0,0,2,0]",32.000000,"[31,32,33]",77.600000,81.666667,"[84,87,74]",77.600000,"[79.600000,84.400000,68.800000]",26.000000,"[26,24,28]",2949,114.000000,"[116,118,108]",2950
296001,1,22.666667,"[22,24,22]",58.666667,"[60,66,50]",61.333333,"[64,55,65]",10213,3,3,0.466667,"[0,0,0,1,1,1,1,0,1,0,0,0,1,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",33.333333,"[35,34,31]",78.466667,85.666667,"[88,86,83]",78.466667,"[86.200000,76.200000,73.000000]",29.666667,"[27,32,30]",2959,120.000000,"[124,121,115]",2960
297001,1,23.000000,"[23,26,20]",58.333333,"[66,54,55]",65.666667,"[58,67,72]",9654,4,4,0.800000,"[2,0,0,2,2,1,1,0,1,0,0,0,2,1,0]",0.733333,"[1,2,0,2,1,2,1,0,0,0,0,0,0,2,0]",32.666667,"[33,35,30]",86.200000,91.000000,"[90,86,97]",86.200000,"[82.000000,86.000000,90.600000]",27.000000,"[30,25,26]",2969,124.000000,"[124,121,127]",2970
298002,1,22.333333,"[21,26,20]",58.333333,"[57,59,59]",61.333333,"[63,57,64]",9865,3,3,0.533333,"[1,0,0,1,1,1,1,0,1,0,0,0,1,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",33.000000,"[35,30,34]",74.400000,86.333333,"[85,86,88]",74.400000,"[71.000000,74.000000,78.200000]",32.333333,"[35,30,32]",2979,119.666667,"[120,116,123]",2980
299001,1,24.000000,"[22,26,24]",60.666667,"[62,63,57]",60.000000,"[60,58,62]",13279,3,3,0.466667,"[1,0,0,1,1,1,1,0,0,0,0,0,1,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",33.000000,"[34,31,34]",82.400000,87.333333,"[88,89,85]",82.400000,"[85.600000,80.400000,81.200000]",27.333333,"[26,29,27]",2989,120.666667,"[122,121,119]",2990
300001,1,165.000000,"[177,167,151]",0.666667,"[0,1,1]",0.333333,"[1,0,0]",9701,3,3,0.533333,"[0,0,0,1,1,1,1,0,1,0,0,0,2,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",0.000000,"[0,0,0]",1.000000,0.000000,"[0,0,0]",1.000000,"[1.000000,1.000000,1.000000]",0.000000,"[0,0,0]",2999,1.000000,"[1,1,1]",3000
301001,1,24.666667,"[23,29,22]",61.333333,"[54,68,62]",60.333333,"[64,55,62]",8600,3,3,0.533333,"[1,0,0,1,1,1,1,0,1,0,0,0,1,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",34.333333,"[34,35,34]",81.066667,87.000000,"[83,87,91]",81.066667,"[64.800000,92.200000,86.200000]",29.000000,"[38,22,27]",3009,121.666667,"[118,123,124]",3010
302001,1,22.000000,"[20,28,18]",55.333333,"[56,57,53]",65.666667,"[67,58,72]",8799,3,3,0.533333,"[1,0,0,1,1,1,1,0,1,0,0,0,1,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",35.000000,"[35,35,35]",79.466667,85.666667,"[87,80,90]",79.466667,"[81.000000,77.200000,80.200000]",29.666667,"[30,27,32]",3019,121.000000,"[123,115,125]",3020
303001,1,21.000000,"[18,24,21]",55.000000,"[49,65,51]",68.000000,"[73,58,73]",9027,3,3,0.666667,"[1,0,0,1,1,1,2,0,1,0,0,0,2,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",32.666667,"[35,32,31]",83.800000,89.333333,"[86,90,92]",83.800000,"[84.200000,83.800000,83.400000]",28.000000,"[27,28,29]",3029,123.000000,"[122,123,124]",3030
304001,1,28.333333,"[27,28,30]",60.000000,"[57,63,60]",65.000000,"[69,64,62]",12206,3,3,0.533333,"[1,0,0,1,1,1,1,0,1,0,0,1,0,1,0]",0.466667,"[1,0,0,1,1,1,1,0,0,0,0,0,1,1,0]",34.000000,"[33,35,34]",72.733333,91.333333,"[94,92,88]",72.733333,"[72.800000,75.200000,70.200000]",37.333333,"[38,37,37]",3039,125.000000,"[126,127,122]",3040
305001,1,23.333333,"[27,21,22]",58.333333,"[54,57,64]",61.666667,"[62,64,59]",11031,3,3,0.600000,"[0,0,1,1,1,1,2,1,1,0,0,0,0,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",34.333333,"[34,34,35]",65.400000,85.666667,"[83,86,88]",65.400000,"[65.600000,62.200000,68.400000]",39.000000,"[36,42,39]",3049,120.000000,"[116,121,123]",3050
306001,1,5.333333,"[2,5,9]",60.333333,"[49,72,60]",70.333333,"[83,58,70]",13563,5,5,1.000000,"[2,0,0,1,2,1,1,3,1,0,1,2,0,1,0]",1.000000,"[0,3,0,3,1,2,1,0,1,1,0,0,1,2,0]",19.333333,"[12,19,27]",43.866667,111.333333,"[120,111,103]",43.866667,"[55.000000,39.000000,37.600000]",62.000000,"[55,65,66]",3059,130.666667,"[132,130,130]",3060
307001,1,22.000000,"[15,23,28]",60.666667,"[62,57,63]",63.000000,"[68,66,55]",15074,7,7,1.200000,"[2,0,1,0,1,1,2,4,1,0,2,2,0,2,0]",1.400000,"[1,4,0,2,2,4,2,0,2,0,0,0,2,2,0]",33.333333,"[32,34,34]",81.666667,89.333333,"[97,88,83]",81.666667,"[82.400000,88.000000,74.600000]",30.000000,"[34,25,31]",3069,123.666667,"[130,123,118]",3070
308001,1,0.000000,"[0,0,0]",0.333333,"[1,0,0]",9.333333,"[18,9,1]",14761,7,7,1.200000,"[1,0,0,0,1,1,2,4,1,0,2,3,0,3,0]",1.333333,"[1,4,0,2,2,3,2,0,2,0,0,0,2,2,0]",4.666667,"[9,5,0]",9.200000,4.000000,"[9,3,0]",9.200000,"[17.600000,9.000000,1.000000]",0.333333,"[1,0,0]",3079,9.666667,"[19,9,1]",3080
309001,1,16.333333,"[18,10,21]",58.000000,"[55,59,60]",64.000000,"[66,67,59]",11573,3,3,0.533333,"[0,0,0,2,1,1,1,0,0,0,0,1,0,2,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",32.666667,"[32,31,35]",78.133333,89.333333,"[90,95,83]",78.133333,"[69.200000,84.000000,81.200000]",31.333333,"[37,30,27]",3089,122.000000,"[121,126,119]",3090
310001,1,25.000000,"[25,22,28]",50.666667,"[51,51,50]",67.333333,"[65,72,65]",9220,5,5,0.933333,"[2,0,0,0,1,1,2,1,1,1,0,2,1,2,0]",0.733333,"[1,1,0,1,2,1,2,1,0,0,0,1,0,1,0]",33.333333,"[33,33,34]",81.600000,84.666667,"[82,90,82]",81.600000,"[74.000000,89.400000,81.400000]",26.000000,"[30,24,24]",3099,118.000000,"[116,123,115]",3100
311001,1,17.000000,"[15,17,19]",64.666667,"[61,69,64]",60.666667,"[67,55,60]",10885,3,3,0.533333,"[0,0,0,2,1,1,1,0,0,0,0,1,0,2,0]",0.666667,"[1,1,0,1,2,1,1,0,0,0,0,1,1,1,0]",32.666667,"[30,33,35]",79.600000,92.000000,"[97,90,89]",79.600000,"[79.000000,73.600000,86.200000]",32.666667,"[35,36,27]",3109,125.333333,"[128,124,124]",3110
312001,1,27.000000,"[25,24,32]",59.666667,"[54,64,61]",68.000000,"[71,66,67]",10907,3,3,0.533333,"[1,0,0,0,1,1,1,1,1,0,1,0,0,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",34.000000,"[34,33,35]",71.200000,92.666667,"[90,96,92]",71.200000,"[63.400000,67.000000,83.200000]",40.333333,"[44,45,32]",3119,127.666667,"[125,130,128]",3120
313001,1,156.333333,"[159,159,151]",0.333333,"[0,1,0]",0.666667,"[1,0,1]",9817,3,3,0.600000,"[1,0,1,0,1,0,2,0,0,0,0,1,1,2,0]",0.533333,"[0,1,0,1,2,1,2,0,0,0,0,0,0,1,0]",0.000000,"[0,0,0]",1.000000,0.000000,"[0,0,0]",1.000000,"[1.000000,1.000000,1.000000]",0.000000,"[0,0,0]",3129,1.000000,"[1,1,1]",3130
314001,1,28.000000,"[31,25,28]",53.666667,"[55,52,54]",71.000000,"[66,76,71]",8770,4,4,0.600000,"[0,0,0,2,1,1,1,0,0,0,0,2,0,2,0]",0.933333,"[1,2,0,2,2,2,1,0,0,0,0,1,1,2,0]",34.666667,"[35,34,35]",74.266667,90.333333,"[86,94,91]",74.266667,"[76.200000,73.400000,73.200000]",36.000000,"[32,39,37]",3139,124.666667,"[121,128,125]",3140
315001,1,18.666667,"[19,18,19]",61.000000,"[75,50,58]",59.333333,"[52,70,56]",7711,3,3,0.533333,"[0,0,0,2,1,1,1,0,0,0,0,1,0,2,0]",0.666667,"[1,1,0,1,1,1,1,0,0,0,0,1,2,1,0]",30.333333,"[31,29,31]",74.133333,89.666667,"[95,91,83]",74.133333,"[79.400000,85.000000,58.000000]",33.000000,"[34,25,40]",3149,120.333333,"[127,120,114]",3150
316001,1,23.000000,"[22,24,23]",54.666667,"[56,54,54]",64.000000,"[65,62,65]",12021,4,4,0.600000,"[1,0,0,0,1,1,2,0,1,0,0,0,1,2,0]",0.600000,"[1,1,0,1,2,1,2,0,0,0,0,0,0,1,0]",32.666667,"[32,33,33]",71.533333,85.333333,"[89,82,85]",71.533333,"[72.000000,72.600000,70.000000]",33.666667,"[35,31,35]",3159,118.666667,"[121,116,119]",3160
317001,1,16.333333,"[17,17,15]",59.333333,"[62,58,58]",65.666667,"[64,65,68]",11711,3,3,0.600000,"[2,0,0,0,1,1,1,1,0,0,1,0,0,2,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",33.666667,"[32,35,34]",83.000000,91.333333,"[94,88,92]",83.000000,"[81.200000,85.200000,82.600000]",30.000000,"[32,27,31]",3169,125.000000,"[126,123,126]",3170
318001,1,23.000000,"[24,18,27]",57.666667,"[67,51,55]",63.666667,"[54,75,62]",13195,7,7,1.200000,"[3,0,0,0,2,2,1,1,3,1,1,1,2,1,0]",1.266667,"[1,2,0,2,1,2,1,2,2,2,0,0,2,2,0]",31.333333,"[33,35,26]",82.600000,90.000000,"[89,90,91]",82.600000,"[81.800000,86.800000,79.200000]",27.666667,"[28,28,27]",3179,121.333333,"[121,126,117]",3180
319001,1,23.666667,"[24,22,25]",58.666667,"[67,57,52]",62.333333,"[55,67,65]",8421,3,3,0.533333,"[1,0,0,1,1,1,1,1,0,0,1,0,0,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",34.333333,"[35,35,33]",79.000000,86.666667,"[88,88,84]",79.000000,"[78.600000,83.400000,75.000000]",30.000000,"[31,29,30]",3189,121.000000,"[122,124,117]",3190
320001,1,23.000000,"[22,20,27]",47.666667,"[52,45,46]",70.666667,"[68,75,69]",10693,4,4,0.800000,"[2,0,0,0,1,1,3,0,0,0,1,0,2,2,0]",0.600000,"[1,1,0,1,2,1,2,0,0,0,0,0,0,1,0]",32.666667,"[34,29,35]",77.733333,86.000000,"[86,91,81]",77.733333,"[75.200000,78.000000,80.000000]",29.000000,"[32,30,25]",3199,118.333333,"[120,120,115]",3200
321001,1,29.333333,"[30,27,31]",59.666667,"[57,66,56]",65.333333,"[67,61,68]",15418,8,8,1.133333,"[2,0,1,0,1,2,2,1,2,0,1,3,0,2,0]",1.333333,"[1,1,0,2,2,1,2,1,3,2,0,0,3,1,1]",34.666667,"[34,35,35]",71.800000,90.666667,"[90,93,89]",71.800000,"[73.600000,65.400000,76.400000]",38.000000,"[36,44,34]",3209,125.000000,"[124,127,124]",3210
322001,1,21.000000,"[20,19,24]",56.666667,"[51,63,56]",66.666667,"[74,63,63]",13976,3,3,0.466667,"[1,0,0,0,1,1,1,0,0,0,0,1,1,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",33.333333,"[33,34,33]",85.533333,89.666667,"[92,92,85]",85.533333,"[91.400000,85.400000,79.800000]",27.000000,"[24,29,28]",3219,123.333333,"[125,126,119]",3220
323001,1,21.666667,"[24,18,23]",58.000000,"[57,59,58]",66.333333,"[67,65,67]",15876,3,3,0.600000,"[1,0,0,0,1,1,1,1,0,0,1,1,1,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",33.666667,"[33,34,34]",83.266667,90.000000,"[90,90,90]",83.266667,"[83.400000,83.400000,83.000000]",29.333333,"[29,29,30]",3229,124.333333,"[124,124,125]",3230
324001,1,22.000000,"[21,15,30]",54.000000,"[57,50,55]",65.000000,"[64,74,57]",16518,4,4,0.733333,"[0,0,0,0,1,2,1,2,0,0,2,1,1,1,0]",0.533333,"[2,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",28.666667,"[32,30,24]",74.200000,89.666667,"[88,93,88]",74.200000,"[72.000000,80.600000,70.000000]",32.000000,"[35,31,30]",3239,119.000000,"[121,124,112]",3240
325001,1,20.000000,"[21,16,23]",54.333333,"[58,58,47]",68.333333,"[66,71,68]",18173,3,3,0.600000,"[1,0,0,0,1,1,1,1,0,0,1,1,1,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",34.000000,"[33,34,35]",83.000000,87.666667,"[90,94,79]",83.000000,"[83.400000,87.000000,78.600000]",28.333333,"[29,30,26]",3249,122.666667,"[124,129,115]",3250
326001,1,26.333333,"[29,23,27]",60.666667,"[49,61,72]",67.333333,"[77,68,57]",16669,3,3,0.600000,"[1,0,1,0,1,1,1,1,0,0,1,1,0,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",34.333333,"[35,34,34]",67.800000,93.000000,"[90,94,95]",67.800000,"[74.200000,60.400000,68.800000]",43.000000,"[37,49,43]",3259,128.000000,"[126,129,129]",3260
327001,1,17.666667,"[16,25,12]",56.000000,"[63,53,52]",67.666667,"[62,65,76]",12075,4,4,0.800000,"[0,0,0,1,1,1,2,1,1,0,2,1,0,2,0]",0.600000,"[1,1,0,1,2,1,2,0,0,0,0,0,0,1,0]",32.666667,"[35,32,31]",80.266667,91.000000,"[91,85,97]",80.266667,"[81.600000,78.800000,80.400000]",31.000000,"[31,28,34]",3269,123.666667,"[125,118,128]",3270
328001,1,23.666667,"[23,24,24]",63.333333,"[58,65,67]",58.000000,"[62,59,53]",12492,3,3,0.600000,"[1,0,0,0,1,1,1,1,0,0,1,1,1,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",33.000000,"[33,33,33]",83.533333,88.000000,"[87,90,87]",83.533333,"[83.600000,87.600000,79.400000]",27.000000,"[26,26,29]",3279,121.333333,"[120,124,120]",3280
329002,1,24.000000,"[25,23,24]",57.666667,"[53,62,58]",63.333333,"[69,59,62]",13545,3,3,0.600000,"[1,0,0,0,1,1,1,1,0,0,1,1,1,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",32.000000,"[34,29,33]",83.200000,88.333333,"[87,92,86]",83.200000,"[89.800000,86.000000,73.800000]",27.000000,"[23,25,33]",3289,121.000000,"[122,121,120]",3290
330001,1,4.666667,"[3,3,8]",50.000000,"[48,58,44]",71.666667,"[74,65,76]",15056,3,3,0.600000,"[1,0,0,1,1,2,1,2,0,0,0,0,0,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",28.333333,"[27,30,28]",51.200000,93.666667,"[95,94,92]",51.200000,"[53.400000,47.400000,52.800000]",50.333333,"[49,54,48]",3299,121.666667,"[122,123,120]",3300
331001,1,27.000000,"[27,24,30]",50.666667,"[48,57,47]",65.000000,"[66,64,65]",14237,4,4,0.800000,"[0,1,0,1,1,2,1,1,0,0,3,1,0,1,0]",0.533333,"[2,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",32.666667,"[30,35,33]",77.400000,82.333333,"[83,86,78]",77.400000,"[66.400000,87.400000,78.400000]",27.333333,"[34,24,24]",3309,115.666667,"[114,121,112]",3310
332001,1,24.666667,"[25,22,27]",53.333333,"[58,50,52]",66.000000,"[61,71,66]",12540,3,3,0.666667,"[0,0,0,1,1,1,1,1,0,0,2,1,1,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",32.333333,"[33,29,35]",82.000000,86.000000,"[85,91,82]",82.000000,"[81.200000,81.800000,83.000000]",26.666667,"[27,28,25]",3319,119.333333,"[119,121,118]",3320
333002,1,26.333333,"[27,28,24]",57.666667,"[63,53,57]",61.000000,"[58,61,64]",17873,4,4,0.800000,"[0,0,2,0,1,1,1,1,1,1,1,0,1,1,1]",0.800000,"[1,1,0,1,2,1,2,0,0,1,0,1,1,1,0]",33.000000,"[33,33,33]",82.733333,85.000000,"[87,80,88]",82.733333,"[83.200000,73.400000,91.600000]",25.666667,"[27,29,21]",3329,118.666667,"[121,114,121]",3330
334001,1,25.666667,"[26,25,26]",59.666667,"[61,57,61]",58.666667,"[58,58,60]",13654,4,4,0.933333,"[0,2,0,2,1,2,1,1,0,0,3,1,0,1,0]",0.533333,"[2,0,0,1,1,1,1,0,0,0,0,1,0,1,0]",32.666667,"[33,33,32]",64.666667,85.333333,"[86,81,89]",64.666667,"[63.000000,59.000000,72.000000]",38.333333,"[40,40,35]",3339,118.333333,"[119,115,121]",3340
